"indicator","sex","given","l","m","s"
"wfh",1,97.3,-0.3521,14.6316,0.08122
"wfh",1,97.4,-0.3521,14.6574,0.08125
"wfh",1,97.5,-0.3521,14.6832,0.08129
"wfh",1,97.6,-0.3521,14.7092,0.08132
"wfh",1,97.7,-0.3521,14.7353,0.08136
"wfh",1,97.8,-0.3521,14.7614,0.08139
"wfh",1,97.9,-0.3521,14.7877,0.08143
"wfh",1,98,-0.3521,14.814,0.08146
"wfh",1,98.1,-0.3521,14.8404,0.0815
"wfh",1,98.2,-0.3521,14.8669,0.08154
"wfh",1,98.3,-0.3521,14.8934,0.08157
"wfh",1,98.4,-0.3521,14.9201,0.08161
"wfh",1,98.5,-0.3521,14.9468,0.08165
"wfh",1,98.6,-0.3521,14.9736,0.08169
"wfh",1,98.7,-0.3521,15.0005,0.08173
"wfh",1,98.8,-0.3521,15.0275,0.08177
"wfh",1,98.9,-0.3521,15.0546,0.08181
"wfh",1,99,-0.3521,15.0818,0.08185
"wfh",1,99.1,-0.3521,15.109,0.08189
"wfh",1,99.2,-0.3521,15.1363,0.08194
"wfh",1,99.3,-0.3521,15.1637,0.08198
"wfh",1,99.4,-0.3521,15.1912,0.08202
"wfh",1,99.5,-0.3521,15.2187,0.08206
"wfh",1,99.6,-0.3521,15.2463,0.08211
"wfh",1,99.7,-0.3521,15.274,0.08215
"wfh",1,99.8,-0.3521,15.3018,0.0822
"wfh",1,99.9,-0.3521,15.3297,0.08224
"wfh",1,100,-0.3521,15.3576,0.08229
"wfh",1,100.1,-0.3521,15.3856,0.08233
"wfh",1,100.2,-0.3521,15.4137,0.08238
"wfh",1,100.3,-0.3521,15.4419,0.08243
"wfh",1,100.4,-0.3521,15.4701,0.08247
"wfh",1,100.5,-0.3521,15.4985,0.08252
"wfh",1,100.6,-0.3521,15.5268,0.08257
"wfh",1,100.7,-0.3521,15.5553,0.08262
"wfh",1,100.8,-0.3521,15.5838,0.08267
"wfh",1,100.9,-0.3521,15.6125,0.08272
"wfh",1,101,-0.3521,15.6412,0.08277
"wfh",1,101.1,-0.3521,15.6699,0.08281
"wfh",1,101.2,-0.3521,15.6987,0.08287
"wfh",1,101.3,-0.3521,15.7276,0.08292
"wfh",1,101.4,-0.3521,15.7566,0.08297
"wfh",1,101.5,-0.3521,15.7857,0.08302
"wfh",1,101.6,-0.3521,15.8148,0.08307
"wfh",1,101.7,-0.3521,15.844,0.08312
"wfh",1,101.8,-0.3521,15.8732,0.08317
"wfh",1,101.9,-0.3521,15.9026,0.08322
"wfh",1,102,-0.3521,15.932,0.08328
"wfh",1,102.1,-0.3521,15.9615,0.08333
"wfh",1,102.2,-0.3521,15.991,0.08338
"wfh",1,102.3,-0.3521,16.0206,0.08343
"wfh",1,102.4,-0.3521,16.0503,0.08349
"wfh",1,102.5,-0.3521,16.0801,0.08354
"wfh",1,102.6,-0.3521,16.1099,0.08359
"wfh",1,102.7,-0.3521,16.1398,0.08365
"wfh",1,102.8,-0.3521,16.1697,0.0837
"wfh",1,102.9,-0.3521,16.1997,0.08376
"wfh",1,103,-0.3521,16.2298,0.08381
"wfh",1,103.1,-0.3521,16.26,0.08386
"wfh",1,103.2,-0.3521,16.2902,0.08392
"wfh",1,103.3,-0.3521,16.3204,0.08397
"wfh",1,103.4,-0.3521,16.3508,0.08403
"wfh",1,103.5,-0.3521,16.3812,0.08408
"wfh",1,103.6,-0.3521,16.4117,0.08414
"wfh",1,103.7,-0.3521,16.4422,0.08419
"wfh",1,103.8,-0.3521,16.4728,0.08425
"wfh",1,103.9,-0.3521,16.5035,0.08431
"wfh",1,104,-0.3521,16.5342,0.08436
"wfh",1,104.1,-0.3521,16.565,0.08442
"wfh",1,104.2,-0.3521,16.5959,0.08447
"wfh",1,104.3,-0.3521,16.6268,0.08453
"wfh",1,104.4,-0.3521,16.6579,0.08458
"wfh",1,104.5,-0.3521,16.6889,0.08464
"wfh",1,104.6,-0.3521,16.7201,0.0847
"wfh",1,104.7,-0.3521,16.7513,0.08475
"wfh",1,104.8,-0.3521,16.7826,0.08481
"wfh",1,104.9,-0.3521,16.8139,0.08487
"wfh",1,105,-0.3521,16.8454,0.08493
"wfh",1,105.1,-0.3521,16.8769,0.08498
"wfh",1,105.2,-0.3521,16.9084,0.08504
"wfh",1,105.3,-0.3521,16.9401,0.0851
"wfh",1,105.4,-0.3521,16.9718,0.08516
"wfh",1,105.5,-0.3521,17.0036,0.08521
"wfh",1,105.6,-0.3521,17.0355,0.08527
"wfh",1,105.7,-0.3521,17.0674,0.08533
"wfh",1,105.8,-0.3521,17.0995,0.08539
"wfh",1,105.9,-0.3521,17.1316,0.08545
"wfh",1,106,-0.3521,17.1637,0.08551
"wfh",1,106.1,-0.3521,17.196,0.08557
"wfh",1,106.2,-0.3521,17.2283,0.08562
"wfh",1,106.3,-0.3521,17.2607,0.08568
"wfh",1,106.4,-0.3521,17.2931,0.08574
"wfh",1,106.5,-0.3521,17.3256,0.0858
"wfh",1,106.6,-0.3521,17.3582,0.08586
"wfh",1,106.7,-0.3521,17.3909,0.08592
"wfh",1,106.8,-0.3521,17.4237,0.08599
"wfh",1,106.9,-0.3521,17.4565,0.08605
"wfh",1,107,-0.3521,17.4894,0.08611
"wfh",1,107.1,-0.3521,17.5224,0.08617
"wfh",1,107.2,-0.3521,17.5554,0.08623
"wfh",1,107.3,-0.3521,17.5885,0.08629
"wfh",1,107.4,-0.3521,17.6217,0.08635
"wfh",1,107.5,-0.3521,17.655,0.08641
"wfh",1,107.6,-0.3521,17.6884,0.08648
"wfh",1,107.7,-0.3521,17.7218,0.08654
"wfh",1,107.8,-0.3521,17.7553,0.0866
"wfh",1,107.9,-0.3521,17.7889,0.08666
"wfh",1,108,-0.3521,17.8226,0.08673
"wfh",1,108.1,-0.3521,17.8564,0.08679
"wfh",1,108.2,-0.3521,17.8903,0.08685
"wfh",1,108.3,-0.3521,17.9242,0.08691
"wfh",1,108.4,-0.3521,17.9583,0.08698
"wfh",1,108.5,-0.3521,17.9924,0.08704
"wfh",1,108.6,-0.3521,18.0267,0.0871
"wfh",1,108.7,-0.3521,18.061,0.08717
"wfh",1,108.8,-0.3521,18.0954,0.08723
"wfh",1,108.9,-0.3521,18.1299,0.0873
"wfh",1,109,-0.3521,18.1645,0.08736
"wfh",1,109.1,-0.3521,18.1992,0.08742
"wfh",1,109.2,-0.3521,18.234,0.08749
"wfh",1,109.3,-0.3521,18.2689,0.08755
"wfh",1,109.4,-0.3521,18.3039,0.08762
"wfh",1,109.5,-0.3521,18.339,0.08768
"wfh",1,109.6,-0.3521,18.3742,0.08774
"wfh",1,109.7,-0.3521,18.4094,0.08781
"wfh",1,109.8,-0.3521,18.4448,0.08787
"wfh",1,109.9,-0.3521,18.4802,0.08794
"wfh",1,110,-0.3521,18.5158,0.088
"wfh",1,110.1,-0.3521,18.5514,0.08806
"wfh",1,110.2,-0.3521,18.5871,0.08813
"wfh",1,110.3,-0.3521,18.6229,0.08819
"wfh",1,110.4,-0.3521,18.6588,0.08826
"wfh",1,110.5,-0.3521,18.6948,0.08832
"wfh",1,110.6,-0.3521,18.7308,0.08838
"wfh",1,110.7,-0.3521,18.767,0.08845
"wfh",1,110.8,-0.3521,18.8032,0.08851
"wfh",1,110.9,-0.3521,18.8395,0.08858
"wfh",1,111,-0.3521,18.8759,0.08864
"wfh",1,111.1,-0.3521,18.9123,0.08871
"wfh",1,111.2,-0.3521,18.9489,0.08877
"wfh",1,111.3,-0.3521,18.9855,0.08883
"wfh",1,111.4,-0.3521,19.0222,0.0889
"wfh",1,111.5,-0.3521,19.059,0.08896
"wfh",1,111.6,-0.3521,19.0958,0.08903
"wfh",1,111.7,-0.3521,19.1327,0.08909
"wfh",1,111.8,-0.3521,19.1697,0.08915
"wfh",1,111.9,-0.3521,19.2067,0.08922
"wfh",1,112,-0.3521,19.2439,0.08928
"wfh",1,112.1,-0.3521,19.281,0.08934
"wfh",1,112.2,-0.3521,19.3183,0.08941
"wfh",1,112.3,-0.3521,19.3556,0.08947
"wfh",1,112.4,-0.3521,19.393,0.08953
"wfh",1,112.5,-0.3521,19.4304,0.0896
"wfh",1,112.6,-0.3521,19.4679,0.08966
"wfh",1,112.7,-0.3521,19.5055,0.08972
"wfh",1,112.8,-0.3521,19.5431,0.08979
"wfh",1,112.9,-0.3521,19.5807,0.08985
"wfh",1,113,-0.3521,19.6185,0.08991
"wfh",1,113.1,-0.3521,19.6563,0.08997
"wfh",1,113.2,-0.3521,19.6941,0.09004
"wfh",1,113.3,-0.3521,19.7321,0.0901
"wfh",1,113.4,-0.3521,19.77,0.09016
"wfh",1,113.5,-0.3521,19.8081,0.09022
"wfh",1,113.6,-0.3521,19.8461,0.09029
"wfh",1,113.7,-0.3521,19.8843,0.09035
"wfh",1,113.8,-0.3521,19.9225,0.09041
"wfh",1,113.9,-0.3521,19.9607,0.09047
"wfh",1,114,-0.3521,19.999,0.09054
"wfh",1,114.1,-0.3521,20.0373,0.0906
"wfh",1,114.2,-0.3521,20.0757,0.09066
"wfh",1,114.3,-0.3521,20.1142,0.09072
"wfh",1,114.4,-0.3521,20.1527,0.09079
"wfh",1,114.5,-0.3521,20.1912,0.09085
"wfh",1,114.6,-0.3521,20.2298,0.09091
"wfh",1,114.7,-0.3521,20.2684,0.09097
"wfh",1,114.8,-0.3521,20.3071,0.09103
"wfh",1,114.9,-0.3521,20.3458,0.0911
"wfh",1,115,-0.3521,20.3846,0.09116
"wfh",1,115.1,-0.3521,20.4233,0.09122
"wfh",1,115.2,-0.3521,20.4622,0.09128
"wfh",1,115.3,-0.3521,20.501,0.09134
"wfh",1,115.4,-0.3521,20.54,0.0914
"wfh",1,115.5,-0.3521,20.5789,0.09147
"wfh",1,115.6,-0.3521,20.6179,0.09153
"wfh",1,115.7,-0.3521,20.6569,0.09159
"wfh",1,115.8,-0.3521,20.6959,0.09165
"wfh",1,115.9,-0.3521,20.735,0.09171
"wfh",1,116,-0.3521,20.7741,0.09177
"wfh",1,116.1,-0.3521,20.8132,0.09183
"wfh",1,116.2,-0.3521,20.8524,0.0919
"wfh",1,116.3,-0.3521,20.8916,0.09196
"wfh",1,116.4,-0.3521,20.9308,0.09202
"wfh",1,116.5,-0.3521,20.97,0.09208
"wfh",1,116.6,-0.3521,21.0093,0.09214
"wfh",1,116.7,-0.3521,21.0486,0.0922
"wfh",1,116.8,-0.3521,21.0879,0.09227
"wfh",1,116.9,-0.3521,21.1272,0.09233
"wfh",1,117,-0.3521,21.1666,0.09239
"wfh",1,117.1,-0.3521,21.2059,0.09245
"wfh",1,117.2,-0.3521,21.2453,0.09251
"wfh",1,117.3,-0.3521,21.2847,0.09257
"wfh",1,117.4,-0.3521,21.3242,0.09263
"wfh",1,117.5,-0.3521,21.3636,0.0927
"wfh",1,117.6,-0.3521,21.4031,0.09276
"wfh",1,117.7,-0.3521,21.4426,0.09282
"wfh",1,117.8,-0.3521,21.482,0.09288
"wfh",1,117.9,-0.3521,21.5215,0.09294
"wfh",1,118,-0.3521,21.5611,0.093
"wfh",1,118.1,-0.3521,21.6006,0.09307
"wfh",1,118.2,-0.3521,21.6401,0.09313
"wfh",1,118.3,-0.3521,21.6797,0.09319
"wfh",1,118.4,-0.3521,21.7193,0.09325
"wfh",1,118.5,-0.3521,21.7588,0.09331
"wfh",1,118.6,-0.3521,21.7984,0.09338
"wfh",1,118.7,-0.3521,21.838,0.09344
"wfh",1,118.8,-0.3521,21.8776,0.0935
"wfh",1,118.9,-0.3521,21.9172,0.09356
"wfh",1,119,-0.3521,21.9568,0.09362
"wfh",1,119.1,-0.3521,21.9964,0.09368
"wfh",1,119.2,-0.3521,22.036,0.09375
"wfh",1,119.3,-0.3521,22.0757,0.09381
"wfh",1,119.4,-0.3521,22.1153,0.09387
"wfh",1,119.5,-0.3521,22.1549,0.09393
"wfh",1,119.6,-0.3521,22.1945,0.09399
"wfh",1,119.7,-0.3521,22.2341,0.09406
"wfh",1,119.8,-0.3521,22.2738,0.09412
"wfh",1,119.9,-0.3521,22.3134,0.09418
"wfh",1,120,-0.3521,22.353,0.09424
"wfh",2,45,-0.3833,2.4607,0.09029
"wfh",2,45.1,-0.3833,2.4777,0.0903
"wfh",2,45.2,-0.3833,2.4947,0.0903
"wfh",2,45.3,-0.3833,2.5117,0.09031
"wfh",2,45.4,-0.3833,2.5287,0.09032
"wfh",2,45.5,-0.3833,2.5457,0.09033
"wfh",2,45.6,-0.3833,2.5627,0.09033
"wfh",2,45.7,-0.3833,2.5797,0.09034
"wfh",2,45.8,-0.3833,2.5967,0.09035
"wfh",2,45.9,-0.3833,2.6137,0.09036
"wfh",2,46,-0.3833,2.6306,0.09037
"wfh",2,46.1,-0.3833,2.6476,0.09037
"wfh",2,46.2,-0.3833,2.6646,0.09038
"wfh",2,46.3,-0.3833,2.6816,0.09039
"wfh",2,46.4,-0.3833,2.6986,0.0904
"wfh",2,46.5,-0.3833,2.7155,0.0904
"wfh",2,46.6,-0.3833,2.7326,0.09041
"wfh",2,46.7,-0.3833,2.7496,0.09042
"wfh",2,46.8,-0.3833,2.7666,0.09043
"wfh",2,46.9,-0.3833,2.7837,0.09044
"wfh",2,47,-0.3833,2.8007,0.09044
"wfh",2,47.1,-0.3833,2.8179,0.09045
"wfh",2,47.2,-0.3833,2.835,0.09046
"wfh",2,47.3,-0.3833,2.8522,0.09047
"wfh",2,47.4,-0.3833,2.8694,0.09047
"wfh",2,47.5,-0.3833,2.8867,0.09048
"wfh",2,47.6,-0.3833,2.9041,0.09049
"wfh",2,47.7,-0.3833,2.9215,0.0905
"wfh",2,47.8,-0.3833,2.939,0.0905
"wfh",2,47.9,-0.3833,2.9565,0.09051
"wfh",2,48,-0.3833,2.9741,0.09052
"wfh",2,48.1,-0.3833,2.9918,0.09053
"wfh",2,48.2,-0.3833,3.0096,0.09054
"wfh",2,48.3,-0.3833,3.0275,0.09054
"wfh",2,48.4,-0.3833,3.0455,0.09055
"wfh",2,48.5,-0.3833,3.0636,0.09056
"wfh",2,48.6,-0.3833,3.0818,0.09057
"wfh",2,48.7,-0.3833,3.1001,0.09057
"wfh",2,48.8,-0.3833,3.1186,0.09058
"wfh",2,48.9,-0.3833,3.1372,0.09059
"wfh",2,49,-0.3833,3.156,0.0906
"wfh",2,49.1,-0.3833,3.1749,0.09061
"wfh",2,49.2,-0.3833,3.1939,0.09061
"wfh",2,49.3,-0.3833,3.2131,0.09062
"wfh",2,49.4,-0.3833,3.2325,0.09063
"wfh",2,49.5,-0.3833,3.252,0.09064
"wfh",2,49.6,-0.3833,3.2717,0.09065
"wfh",2,49.7,-0.3833,3.2915,0.09065
"wfh",2,49.8,-0.3833,3.3114,0.09066
"wfh",2,49.9,-0.3833,3.3316,0.09067
"wfh",2,50,-0.3833,3.3518,0.09068
"wfh",2,50.1,-0.3833,3.3723,0.09069
"wfh",2,50.2,-0.3833,3.3929,0.09069
"wfh",2,50.3,-0.3833,3.4136,0.0907
"wfh",2,50.4,-0.3833,3.4346,0.09071
"wfh",2,50.5,-0.3833,3.4557,0.09072
"wfh",2,50.6,-0.3833,3.4769,0.09073
"wfh",2,50.7,-0.3833,3.4983,0.09074
"wfh",2,50.8,-0.3833,3.5199,0.09074
"wfh",2,50.9,-0.3833,3.5417,0.09075
"wfh",2,51,-0.3833,3.5636,0.09076
"wfh",2,51.1,-0.3833,3.5856,0.09077
"wfh",2,51.2,-0.3833,3.6078,0.09078
"wfh",2,51.3,-0.3833,3.6302,0.09079
"wfh",2,51.4,-0.3833,3.6527,0.0908
"wfh",2,51.5,-0.3833,3.6754,0.0908
"wfh",2,51.6,-0.3833,3.6982,0.09081
"wfh",2,51.7,-0.3833,3.7212,0.09082
"wfh",2,51.8,-0.3833,3.7444,0.09083
"wfh",2,51.9,-0.3833,3.7677,0.09084
"wfh",2,52,-0.3833,3.7911,0.09085
"wfh",2,52.1,-0.3833,3.8147,0.09086
"wfh",2,52.2,-0.3833,3.8385,0.09086
"wfh",2,52.3,-0.3833,3.8623,0.09087
"wfh",2,52.4,-0.3833,3.8863,0.09088
"wfh",2,52.5,-0.3833,3.9105,0.09089
"wfh",2,52.6,-0.3833,3.9348,0.0909
"wfh",2,52.7,-0.3833,3.9592,0.09091
"wfh",2,52.8,-0.3833,3.9837,0.09092
"wfh",2,52.9,-0.3833,4.0084,0.09093
"wfh",2,53,-0.3833,4.0332,0.09093
"wfh",2,53.1,-0.3833,4.0581,0.09094
"wfh",2,53.2,-0.3833,4.0832,0.09095
"wfh",2,53.3,-0.3833,4.1084,0.09096
"wfh",2,53.4,-0.3833,4.1337,0.09097
"wfh",2,53.5,-0.3833,4.1591,0.09098
"wfh",2,53.6,-0.3833,4.1846,0.09099
"wfh",2,53.7,-0.3833,4.2102,0.09099
"wfh",2,53.8,-0.3833,4.2359,0.091
"wfh",2,53.9,-0.3833,4.2617,0.09101
"wfh",2,54,-0.3833,4.2875,0.09102
"wfh",2,54.1,-0.3833,4.3135,0.09103
"wfh",2,54.2,-0.3833,4.3395,0.09104
"wfh",2,54.3,-0.3833,4.3655,0.09105
"wfh",2,54.4,-0.3833,4.3917,0.09105
"wfh",2,54.5,-0.3833,4.4179,0.09106
"wfh",2,54.6,-0.3833,4.4442,0.09107
"wfh",2,54.7,-0.3833,4.4705,0.09108
"wfh",2,54.8,-0.3833,4.4969,0.09109
"wfh",2,54.9,-0.3833,4.5233,0.09109
"wfh",2,55,-0.3833,4.5498,0.0911
"wfh",2,55.1,-0.3833,4.5763,0.09111
"wfh",2,55.2,-0.3833,4.6029,0.09112
"wfh",2,55.3,-0.3833,4.6295,0.09113
"wfh",2,55.4,-0.3833,4.6561,0.09113
"wfh",2,55.5,-0.3833,4.6827,0.09114
"wfh",2,55.6,-0.3833,4.7094,0.09115
"wfh",2,55.7,-0.3833,4.7361,0.09116
"wfh",2,55.8,-0.3833,4.7628,0.09116
"wfh",2,55.9,-0.3833,4.7895,0.09117
"wfh",2,56,-0.3833,4.8162,0.09118
"wfh",2,56.1,-0.3833,4.843,0.09119
"wfh",2,56.2,-0.3833,4.8697,0.09119
"wfh",2,56.3,-0.3833,4.8964,0.0912
"wfh",2,56.4,-0.3833,4.9232,0.09121
"wfh",2,56.5,-0.3833,4.95,0.09121
"wfh",2,56.6,-0.3833,4.9767,0.09122
"wfh",2,56.7,-0.3833,5.0034,0.09123
"wfh",2,56.8,-0.3833,5.0302,0.09123
"wfh",2,56.9,-0.3833,5.0569,0.09124
"wfh",2,57,-0.3833,5.0837,0.09125
"wfh",2,57.1,-0.3833,5.1104,0.09125
"wfh",2,57.2,-0.3833,5.1371,0.09126
"wfh",2,57.3,-0.3833,5.1639,0.09126
"wfh",2,57.4,-0.3833,5.1906,0.09127
"wfh",2,57.5,-0.3833,5.2173,0.09128
"wfh",2,57.6,-0.3833,5.244,0.09128
"wfh",2,57.7,-0.3833,5.2707,0.09129
"wfh",2,57.8,-0.3833,5.2974,0.09129
"wfh",2,57.9,-0.3833,5.324,0.0913
"wfh",2,58,-0.3833,5.3507,0.0913
"wfh",2,58.1,-0.3833,5.3773,0.09131
"wfh",2,58.2,-0.3833,5.4039,0.09131
"wfh",2,58.3,-0.3833,5.4304,0.09131
"wfh",2,58.4,-0.3833,5.4569,0.09132
"wfh",2,58.5,-0.3833,5.4834,0.09132
"wfh",2,58.6,-0.3833,5.5098,0.09133
"wfh",2,58.7,-0.3833,5.5362,0.09133
"wfh",2,58.8,-0.3833,5.5625,0.09133
"wfh",2,58.9,-0.3833,5.5888,0.09134
"wfh",2,59,-0.3833,5.6151,0.09134
"wfh",2,59.1,-0.3833,5.6413,0.09134
"wfh",2,59.2,-0.3833,5.6674,0.09135
"wfh",2,59.3,-0.3833,5.6935,0.09135
"wfh",2,59.4,-0.3833,5.7195,0.09135
"wfh",2,59.5,-0.3833,5.7454,0.09135
"wfh",2,59.6,-0.3833,5.7713,0.09136
"wfh",2,59.7,-0.3833,5.7971,0.09136
"wfh",2,59.8,-0.3833,5.8229,0.09136
"wfh",2,59.9,-0.3833,5.8485,0.09136
"wfh",2,60,-0.3833,5.8742,0.09136
"wfh",2,60.1,-0.3833,5.8997,0.09136
"wfh",2,60.2,-0.3833,5.9252,0.09137
"wfh",2,60.3,-0.3833,5.9507,0.09137
"wfh",2,60.4,-0.3833,5.9761,0.09137
"wfh",2,60.5,-0.3833,6.0014,0.09137
"wfh",2,60.6,-0.3833,6.0266,0.09137
"wfh",2,60.7,-0.3833,6.0518,0.09137
"wfh",2,60.8,-0.3833,6.0769,0.09137
"wfh",2,60.9,-0.3833,6.102,0.09137
"wfh",2,61,-0.3833,6.127,0.09137
"wfh",2,61.1,-0.3833,6.1519,0.09137
"wfh",2,61.2,-0.3833,6.1768,0.09136
"wfh",2,61.3,-0.3833,6.2017,0.09136
"wfh",2,61.4,-0.3833,6.2264,0.09136
"wfh",2,61.5,-0.3833,6.2511,0.09136
"wfh",2,61.6,-0.3833,6.2758,0.09136
"wfh",2,61.7,-0.3833,6.3004,0.09136
"wfh",2,61.8,-0.3833,6.3249,0.09135
"wfh",2,61.9,-0.3833,6.3494,0.09135
"wfh",2,62,-0.3833,6.3738,0.09135
"wfh",2,62.1,-0.3833,6.3981,0.09135
"wfh",2,62.2,-0.3833,6.4224,0.09134
"wfh",2,62.3,-0.3833,6.4466,0.09134
"wfh",2,62.4,-0.3833,6.4708,0.09134
"wfh",2,62.5,-0.3833,6.4948,0.09133
"wfh",2,62.6,-0.3833,6.5189,0.09133
"wfh",2,62.7,-0.3833,6.5429,0.09133
"wfh",2,62.8,-0.3833,6.5668,0.09132
"wfh",2,62.9,-0.3833,6.5906,0.09132
"wfh",2,63,-0.3833,6.6144,0.09131
"wfh",2,63.1,-0.3833,6.6382,0.09131
"wfh",2,63.2,-0.3833,6.6619,0.0913
"wfh",2,63.3,-0.3833,6.6856,0.0913
"wfh",2,63.4,-0.3833,6.7092,0.09129
"wfh",2,63.5,-0.3833,6.7328,0.09129
"wfh",2,63.6,-0.3833,6.7563,0.09128
"wfh",2,63.7,-0.3833,6.7798,0.09128
"wfh",2,63.8,-0.3833,6.8033,0.09127
"wfh",2,63.9,-0.3833,6.8267,0.09127
"wfh",2,64,-0.3833,6.8501,0.09126
"wfh",2,64.1,-0.3833,6.8734,0.09125
"wfh",2,64.2,-0.3833,6.8967,0.09125
"wfh",2,64.3,-0.3833,6.9199,0.09124
"wfh",2,64.4,-0.3833,6.9431,0.09123
"wfh",2,64.5,-0.3833,6.9662,0.09123
"wfh",2,64.6,-0.3833,6.9893,0.09122
"wfh",2,64.7,-0.3833,7.0124,0.09121
"wfh",2,64.8,-0.3833,7.0354,0.0912
"wfh",2,64.9,-0.3833,7.0583,0.0912
"wfh",2,65,-0.3833,7.0812,0.09119
"wfh",2,65.1,-0.3833,7.1041,0.09118
"wfh",2,65.2,-0.3833,7.1269,0.09117
"wfh",2,65.3,-0.3833,7.1497,0.09116
"wfh",2,65.4,-0.3833,7.1724,0.09116
"wfh",2,65.5,-0.3833,7.195,0.09115
"wfh",2,65.6,-0.3833,7.2177,0.09114
"wfh",2,65.7,-0.3833,7.2402,0.09113
"wfh",2,65.8,-0.3833,7.2627,0.09112
"wfh",2,65.9,-0.3833,7.2852,0.09111
"wfh",2,66,-0.3833,7.3076,0.0911
"wfh",2,66.1,-0.3833,7.33,0.09109
"wfh",2,66.2,-0.3833,7.3523,0.09109
"wfh",2,66.3,-0.3833,7.3745,0.09108
"wfh",2,66.4,-0.3833,7.3967,0.09107
"wfh",2,66.5,-0.3833,7.4189,0.09106
"wfh",2,66.6,-0.3833,7.441,0.09105
"wfh",2,66.7,-0.3833,7.463,0.09104
"wfh",2,66.8,-0.3833,7.485,0.09103
"wfh",2,66.9,-0.3833,7.5069,0.09102
"wfh",2,67,-0.3833,7.5288,0.09101
"wfh",2,67.1,-0.3833,7.5507,0.091
"wfh",2,67.2,-0.3833,7.5724,0.09099
"wfh",2,67.3,-0.3833,7.5942,0.09098
"wfh",2,67.4,-0.3833,7.6158,0.09097
"wfh",2,67.5,-0.3833,7.6375,0.09096
"wfh",2,67.6,-0.3833,7.659,0.09095
"wfh",2,67.7,-0.3833,7.6806,0.09094
"wfh",2,67.8,-0.3833,7.702,0.09093
"wfh",2,67.9,-0.3833,7.7234,0.09091
"wfh",2,68,-0.3833,7.7448,0.0909
"wfh",2,68.1,-0.3833,7.7661,0.09089
"wfh",2,68.2,-0.3833,7.7874,0.09088
"wfh",2,68.3,-0.3833,7.8086,0.09087
"wfh",2,68.4,-0.3833,7.8298,0.09086
"wfh",2,68.5,-0.3833,7.8509,0.09085
"wfh",2,68.6,-0.3833,7.872,0.09084
"wfh",2,68.7,-0.3833,7.893,0.09083
"wfh",2,68.8,-0.3833,7.914,0.09082
"wfh",2,68.9,-0.3833,7.935,0.0908
"wfh",2,69,-0.3833,7.9559,0.09079
"wfh",2,69.1,-0.3833,7.9768,0.09078
"wfh",2,69.2,-0.3833,7.9976,0.09077
"wfh",2,69.3,-0.3833,8.0184,0.09076
"wfh",2,69.4,-0.3833,8.0392,0.09075
"wfh",2,69.5,-0.3833,8.0599,0.09074
"wfh",2,69.6,-0.3833,8.0806,0.09072
"wfh",2,69.7,-0.3833,8.1012,0.09071
"wfh",2,69.8,-0.3833,8.1218,0.0907
"wfh",2,69.9,-0.3833,8.1424,0.09069
"wfh",2,70,-0.3833,8.163,0.09068
"wfh",2,70.1,-0.3833,8.1835,0.09067
"wfh",2,70.2,-0.3833,8.2039,0.09065
"wfh",2,70.3,-0.3833,8.2244,0.09064
"wfh",2,70.4,-0.3833,8.2448,0.09063
"wfh",2,70.5,-0.3833,8.2651,0.09062
"wfh",2,70.6,-0.3833,8.2855,0.09061
"wfh",2,70.7,-0.3833,8.3058,0.09059
"wfh",2,70.8,-0.3833,8.3261,0.09058
"wfh",2,70.9,-0.3833,8.3464,0.09057
"wfh",2,71,-0.3833,8.3666,0.09056
"wfh",2,71.1,-0.3833,8.3869,0.09055
"wfh",2,71.2,-0.3833,8.4071,0.09053
"wfh",2,71.3,-0.3833,8.4273,0.09052
"wfh",2,71.4,-0.3833,8.4474,0.09051
"wfh",2,71.5,-0.3833,8.4676,0.0905
"wfh",2,71.6,-0.3833,8.4877,0.09048
"wfh",2,71.7,-0.3833,8.5078,0.09047
"wfh",2,71.8,-0.3833,8.5278,0.09046
"wfh",2,71.9,-0.3833,8.5479,0.09045
"wfh",2,72,-0.3833,8.5679,0.09043
"wfh",2,72.1,-0.3833,8.5879,0.09042
"wfh",2,72.2,-0.3833,8.6078,0.09041
"wfh",2,72.3,-0.3833,8.6277,0.0904
"wfh",2,72.4,-0.3833,8.6476,0.09039
"wfh",2,72.5,-0.3833,8.6674,0.09037
"wfh",2,72.6,-0.3833,8.6872,0.09036
"wfh",2,72.7,-0.3833,8.707,0.09035
"wfh",2,72.8,-0.3833,8.7267,0.09034
"wfh",2,72.9,-0.3833,8.7464,0.09032
"wfh",2,73,-0.3833,8.7661,0.09031
"wfh",2,73.1,-0.3833,8.7857,0.0903
"wfh",2,73.2,-0.3833,8.8053,0.09028
"wfh",2,73.3,-0.3833,8.8248,0.09027
"wfh",2,73.4,-0.3833,8.8443,0.09026
"wfh",2,73.5,-0.3833,8.8638,0.09025
"wfh",2,73.6,-0.3833,8.8831,0.09023
"wfh",2,73.7,-0.3833,8.9025,0.09022
"wfh",2,73.8,-0.3833,8.9217,0.09021
"wfh",2,73.9,-0.3833,8.941,0.0902
"wfh",2,74,-0.3833,8.9601,0.09018
"wfh",2,74.1,-0.3833,8.9792,0.09017
"wfh",2,74.2,-0.3833,8.9983,0.09016
"wfh",2,74.3,-0.3833,9.0173,0.09014
"wfh",2,74.4,-0.3833,9.0363,0.09013
